"VK-Auftrag";"VK";"VK-Position";"KundeName";"SpeditionsGruppe_ID_Nr";"SpeditionsGruppeBemerkung";"Warenempfänger"
"100081348";"100081348-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081349";"100081349-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081350";"100081350-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081352";"100081352-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081353";"100081353-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081354";"100081354-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100081355";"100081355-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081355";"100081355-11";11;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081355";"100081355-12";12;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081356";"100081356-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081356";"100081356-20";20;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081356";"100081356-30";30;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081357";"100081357-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081357";"100081357-11";11;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081357";"100081357-20";20;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081357";"100081357-30";30;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081357";"100081357-40";40;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081358";"100081358-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081358";"100081358-11";11;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081358";"100081358-12";12;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081359";"100081359-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081359";"100081359-20";20;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081360";"100081360-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081360";"100081360-20";20;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081360";"100081360-30";30;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081360";"100081360-40";40;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081361";"100081361-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081361";"100081361-20";20;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081361";"100081361-30";30;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081364";"100081364-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"P00000248"
"100081365";"100081365-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081366";"100081366-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081367";"100081367-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081368";"100081368-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081369";"100081369-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081369";"100081369-11";11;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081370";"100081370-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081370";"100081370-11";11;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081370";"100081370-12";12;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081371";"100081371-10";10;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081371";"100081371-11";11;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081372";"100081372-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081373";"100081373-10";10;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100081374";"100081374-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081375";"100081375-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081376";"100081376-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081377";"100081377-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081378";"100081378-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081379";"100081379-10";10;"Sanitas Troesch AG, Sierre";1;"Sanitas Troesch AG";"H00000037"
"100081380";"100081380-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081380";"100081380-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081380";"100081380-30";30;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081380";"100081380-40";40;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081381";"100081381-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081382";"100081382-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081382";"100081382-11";11;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081382";"100081382-12";12;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081382";"100081382-13";13;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081382";"100081382-14";14;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081383";"100081383-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081383";"100081383-11";11;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081383";"100081383-12";12;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081383";"100081383-13";13;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081384";"100081384-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081385";"100081385-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081386";"100081386-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081386";"100081386-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081386";"100081386-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081386";"100081386-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081386";"100081386-20";20;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081386";"100081386-30";30;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081387";"100081387-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081388";"100081388-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081388";"100081388-11";11;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081389";"100081389-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100081390";"100081390-10";10;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100081390";"100081390-11";11;"Sanitas Troesch AG, Köniz";1;"Sanitas Troesch AG";"H00000026"
"100081391";"100081391-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081391";"100081391-11";11;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081392";"100081392-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081393";"100081393-10";10;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081394";"100081394-10";10;"Sanitas Troesch AG, Biel";1;"Sanitas Troesch AG";"H00000026"
"100081395";"100081395-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081396";"100081396-10";10;"Sanitas Troesch AG, Toffen";1;"Sanitas Troesch AG";"H00000026"
"100081399";"100081399-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081400";"100081400-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081400";"100081400-11";11;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081400";"100081400-12";12;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081400";"100081400-13";13;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081400";"100081400-14";14;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081400";"100081400-15";15;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081401";"100081401-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081401";"100081401-20";20;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081401";"100081401-21";21;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081401";"100081401-22";22;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081401";"100081401-23";23;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081403";"100081403-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081403";"100081403-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081404";"100081404-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081404";"100081404-11";11;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081404";"100081404-12";12;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081405";"100081405-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081406";"100081406-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000998"
"100081407";"100081407-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081408";"100081408-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081409";"100081409-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081410";"100081410-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081410";"100081410-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081410";"100081410-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081410";"100081410-21";21;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081410";"100081410-30";30;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081410";"100081410-31";31;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081410";"100081410-32";32;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081410";"100081410-33";33;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081411";"100081411-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081411";"100081411-11";11;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081411";"100081411-12";12;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081411";"100081411-13";13;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081412";"100081412-10";10;"Sanitas Troesch AG, Biel";1;"Sanitas Troesch AG";"H00000026"
"100081412";"100081412-11";11;"Sanitas Troesch AG, Biel";1;"Sanitas Troesch AG";"H00000026"
"100081413";"100081413-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081415";"100081415-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081416";"100081416-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081416";"100081416-20";20;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081417";"100081417-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081417";"100081417-11";11;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081418";"100081418-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081418";"100081418-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081418";"100081418-30";30;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081420";"100081420-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081420";"100081420-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081421";"100081421-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081421";"100081421-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081422";"100081422-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081423";"100081423-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081423";"100081423-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081424";"100081424-10";10;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100081425";"100081425-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081426";"100081426-10";10;"Sanitas Troesch AG, Develier";1;"Sanitas Troesch AG";"H00000026"
"100081427";"100081427-10";10;"Sanitas Troesch AG, Toffen";1;"Sanitas Troesch AG";"H00000026"
"100081428";"100081428-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081428";"100081428-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081429";"100081429-10";10;"Sanitas Troesch AG, Carouge";1;"Sanitas Troesch AG";"H00000037"
"100081430";"100081430-10";10;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100081430";"100081430-11";11;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100081431";"100081431-10";10;"Sanitas Troesch AG, Nyon";1;"Sanitas Troesch AG";"H00000037"
"100081431";"100081431-11";11;"Sanitas Troesch AG, Nyon";1;"Sanitas Troesch AG";"H00000037"
"100081432";"100081432-10";10;"Sanitas Troesch AG, Sierre";1;"Sanitas Troesch AG";"H00000037"
"100081433";"100081433-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081435";"100081435-10";10;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100081435";"100081435-11";11;"Sanitas Troesch AG, Winterthur";1;"Sanitas Troesch AG";"H00000022"
"100081436";"100081436-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081437";"100081437-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081437";"100081437-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081437";"100081437-12";12;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081437";"100081437-20";20;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081437";"100081437-21";21;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081437";"100081437-22";22;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081438";"100081438-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081439";"100081439-10";10;"Sanitas Troesch AG, Sierre";1;"Sanitas Troesch AG";"H00000037"
"100081440";"100081440-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081441";"100081441-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081442";"100081442-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081442";"100081442-20";20;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081443";"100081443-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081444";"100081444-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081445";"100081445-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081446";"100081446-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081447";"100081447-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081448";"100081448-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081448";"100081448-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081449";"100081449-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081450";"100081450-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081451";"100081451-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081452";"100081452-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081452";"100081452-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081453";"100081453-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081453";"100081453-11";11;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081455";"100081455-10";10;"Sanitas Troesch AG, Crissier";1;"Sanitas Troesch AG";"H00000037"
"100081456";"100081456-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081457";"100081457-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081458";"100081458-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081458";"100081458-11";11;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081459";"100081459-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081460";"100081460-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081461";"100081461-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081462";"100081462-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081462";"100081462-20";20;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081462";"100081462-21";21;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081462";"100081462-22";22;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081463";"100081463-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081463";"100081463-11";11;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081463";"100081463-20";20;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081464";"100081464-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081465";"100081465-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081466";"100081466-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081466";"100081466-20";20;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081467";"100081467-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081467";"100081467-11";11;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081467";"100081467-20";20;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081467";"100081467-21";21;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081468";"100081468-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081468";"100081468-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081468";"100081468-12";12;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081468";"100081468-13";13;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081468";"100081468-14";14;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081468";"100081468-15";15;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081468";"100081468-16";16;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081468";"100081468-17";17;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081468";"100081468-20";20;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081468";"100081468-21";21;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081469";"100081469-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081470";"100081470-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081471";"100081471-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081472";"100081472-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081472";"100081472-20";20;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081473";"100081473-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081473";"100081473-11";11;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081473";"100081473-12";12;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081473";"100081473-13";13;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081473";"100081473-14";14;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081474";"100081474-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081475";"100081475-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081476";"100081476-10";10;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081477";"100081477-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081477";"100081477-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081479";"100081479-10";10;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081479";"100081479-20";20;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081479";"100081479-21";21;"Sanitas Troesch AG, Jona";1;"Sanitas Troesch AG";"H00000022"
"100081480";"100081480-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081481";"100081481-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081481";"100081481-20";20;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081483";"100081483-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081483";"100081483-11";11;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081483";"100081483-20";20;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081484";"100081484-10";10;"Sanitas Troesch AG, Thun";1;"Sanitas Troesch AG";"H00000026"
"100081485";"100081485-10";10;"Sanitas Troesch AG, Zürich";1;"Sanitas Troesch AG";"H00000022"
"100081487";"100081487-10";10;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081487";"100081487-11";11;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081487";"100081487-12";12;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081487";"100081487-13";13;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081487";"100081487-14";14;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081487";"100081487-20";20;"Sanitas Troesch AG, Olten";1;"Sanitas Troesch AG";"H00000026"
"100081490";"100081490-10";10;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081490";"100081490-11";11;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081490";"100081490-12";12;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081490";"100081490-13";13;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081490";"100081490-14";14;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081490";"100081490-20";20;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081490";"100081490-21";21;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081490";"100081490-22";22;"Sanitas Troesch AG, Basel";1;"Sanitas Troesch AG";"H00000026"
"100081491";"100081491-10";10;"Sanitas Troesch AG, Contone";1;"Sanitas Troesch AG";"H00000038"
"100081492";"100081492-10";10;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081492";"100081492-20";20;"Sanitas Troesch AG, Kriens";1;"Sanitas Troesch AG";"H00000022"
"100081493";"100081493-10";10;"Sanitas Troesch AG, Chur";1;"Sanitas Troesch AG";"H00000023"
"100081494";"100081494-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081495";"100081495-10";10;"Sanitas Troesch AG, St. Gallen";1;"Sanitas Troesch AG";"H00000023"
"100081496";"100081496-10";10;"Sanitas Troesch AG, Lugano";1;"Sanitas Troesch AG";"H00000038"
