"Lieferadresse_ID_Nr";"Lieferadresse_Name";"Lieferadresse_Strasse";"Lieferadresse_Hausnummer";"Lieferadresse_Land";"Lieferadresse_PLZ";"Lieferadresse_Ort";"Lieferadresse_Telefon";"Lieferadresse_Telefax"
"I00000467";"Agensa AG";"";"";"CH";"";"Maur";"";""
"I00000468";"Kurt Frey AG";"";"";"CH";"";"Kuettigen";"";""
"I00000470";"Delaloye + Joliat SA";"";"";"CH";"";"Conthey";"";""
"I00000471";"Karl Obrist AG";"";"";"CH";"";"Neuheim";"";""
"I00000472";"Jul. Weinberger AG";"";"";"CH";"";"Zug";"";""
"I00000473";"Wickart AG";"";"";"CH";"";"Zug";"";""
"I00000474";"Werner Meier";"";"";"CH";"";"Würenlingen";"";""
"I00000475";"Markus Waser";"";"";"CH";"";"Ennetmoos";"";""
"I00000476";"LEE Sanitär";"";"";"CH";"";"Eglisau";"";""
"I00000477";"Kressbach GmbH";"";"";"CH";"";"Guntershausen";"";""
"I00000478";"Hoppler Heizung-";"";"";"CH";"";"Adliswil";"";""
"I00000479";"Fischer Sanitär AG";"Chapfstrasse";"8";"CH";"8126";"Zumikon";"";""
"I00000480";"Meyer Haustechnik AG";"";"";"CH";"";"Neuenkirch";"";""
"I00000481";"Wieland AG";"Hobacherweg";"3";"CH";"6010";"Kriens";"";""
"I00000482";"Hans Speich-Leutwyler";"";"";"CH";"";"Luchsingen";"";""
"I00000483";"Christoffel Sanitär";"Sotcha";"258";"CH";"7550";"Scuol";"";""
"I00000484";"Popp Sanitaer AG";"Eichwiesstrasse";"9";"CH";"8630";"Rüti";"";""
"I00000485";"Silva Weber";"";"";"CH";"";"Basel";"";""
"I00000486";"Hansruedi Zellweger AG";"";"";"CH";"";"Diepoldsau";"";""
"I00000487";"Hunold AG";"";"";"CH";"";"Oberurnen";"";""
"I00000488";"Othmar Hämmerli AG";"";"";"CH";"";"Kaltbrunn";"";""
"I00000489";"Steger Haustechnik AG";"Schwamendingerstrasse";"94";"CH";"8050";"Zürich";"";""
"I00000490";"A Studer Sanitärservice";"";"";"CH";"";"Emmen";"";""
"I00000491";"Fritz Kuhn";"";"";"CH";"";"Dietlikon";"";""
"I00000492";"Marti + Co.";"";"";"CH";"";"Linthal";"";""
"I00000493";"Vittorio Barile";"";"";"CH";"";"Cureglia";"";""
"I00000494";"W Gabler Soehne";"";"";"CH";"";"ST Gallen";"";""
"I00000495";"Argo Arnold Gody";"";"";"CH";"";"Erstfeld";"";""
"I00000496";"Sanitas Troesch AG";"";"";"CH";"";"Baden-Dättwil";"";""
"I00000497";"Arge Kreis Wasser AG";"";"";"CH";"";"St.Gallen";"";""
"I00000498";"BHS AG";"";"";"CH";"";"Sargans";"";""
"I00000499";"Büchel AG";"";"";"CH";"";"Vaduz";"";""
"I00000500";"Brechbühl Sanitär AG";"";"";"CH";"";"Illighausen";"";""
"I00000501";"Deiss + Walser";"";"";"CH";"";"Marbach";"";""
"I00000502";"Richard Osterwalder";"";"";"CH";"";"Flawil";"";""
"I00000503";"Enrico Schrepfer";"Eichweg";"24";"CH";"7203";"Trimmis";"";""
"I00000504";"Feuz Heiz. San. Service";"";"";"CH";"";"Azmoos";"";""
"I00000505";"Ludwig Waidacher";"Hubelstrasse";"244";"CH";"7050";"Arosa";"";""
"I00000506";"Ricksan SA";"";"";"CH";"";"Lausanne";"";""
"I00000507";"Sanitas Troesch SA";"Ile Falcon";"";"CH";"3960";"Sierre";"";""
"I00000508";"Baudet Lienhard SA";"";"";"CH";"";"Nyon";"";""
"I00000509";"Troger SA";"";"";"CH";"";"Plan-les-Ouates";"";""
"I00000510";"David Haddad";"";"";"CH";"";"Thonex";"";""
"I00000511";"Sanfer SA";"";"";"CH";"";"Geneve";"";""
"I00000512";"A. Rosselet SA";"";"";"CH";"";"Chatel-St-Denis";"";""
"I00000513";"Daniel Caloz";"";"";"CH";"";"Venthone";"";""
"I00000514";"Novintec Energie AG";"";"";"CH";"";"ST Moritz";"";""
"I00000515";"Jesus Carballa";"";"";"CH";"";"Thonex";"";""
"I00000516";"Oberholzer";"Luetschbach";"15";"CH";"8733";"Eschenbach";"";""
"I00000517";"Opliger Murten AG";"";"";"CH";"";"Murten";"";""
"I00000518";"Roger Puentener";"";"";"CH";"";"Erstfeld";"";""
"I00000519";"Guenthard + Co.";"Florastrasse";"39";"CH";"8610";"Uster";"";""
"I00000520";"G. Stierli AG";"Bremgartnerstrasse";"51";"CH";"8953";"Dietikon";"";""
"I00000521";"E Hautle AG";"";"";"CH";"";"Walzenhausen";"";""
"I00000522";"Phillipp Largiader SA";"";"";"CH";"";"Valchava";"";""
"I00000523";"Suter & CO";"";"";"CH";"";"Oftringen";"";""
"I00000524";"Zanotta";"";"";"CH";"";"Adliswil";"";""
"I00000525";"Bardill";"";"";"CH";"";"Grüsch";"";""
"I00000526";"Urs Spirig";"";"";"CH";"";"Diepoldsau";"";""
"I00000527";"Giovanoli & Willy";"";"";"CH";"";"Borgonovo";"";""
"I00000528";"P. Heidmann";"";"";"CH";"";"Basel";"";""
"I00000529";"Adank Sanitär/Heizung";"";"";"CH";"";"Sils Segl M";"";""
"I00000530";"Morf AG";"";"";"CH";"";"Bern 23";"";""
"I00000531";"O Riva e Figli SA";"";"";"CH";"";"Melide";"";""
"I00000532";"Bernhard Davatz";"";"";"CH";"";"Fanas";"";""
"I00000533";"W+K Hebeisen GmbH";"";"";"CH";"";"Wabern";"";""
"I00000534";"Issler und Gross AG";"Via Gunels";"22";"CH";"7512";"Champfèr";"";""
"I00000535";"Edwin Looser";"";"";"CH";"";"Fraubrunnen";"";""
"I00000536";"Martin Hofer AG";"";"";"CH";"";"Allmendingen";"";""
"I00000537";"Konrad Studer";"";"";"CH";"";"Bremgarten";"";""
"I00000538";"Nicki Sanitär+Heizung";"";"";"CH";"";"Reinach";"";""
"I00000539";"Herrli Haustechnik AG";"";"";"CH";"";"Port";"";""
"I00000540";"Bitzer Sanitaer AG";"Rotackerstrasse";"26";"CH";"8304";"Wallisellen ZH";"044 878 11 88";"044 878 11 89"
"I00000541";"Messerli Sanitär AG";"";"";"CH";"";"Thun";"";""
"I00000542";"A.+R. Brunner";"";"";"CH";"";"Lyss";"";""
"I00000543";"Martin Lüthi";"";"";"CH";"";"Steffisburg";"";""
"I00000544";"Armin Glaus";"";"";"CH";"";"Rorschacherberg";"";""
"I00000545";"Joseph Menetrey SA";"";"";"CH";"";"Poliez-le-Gran";"";""
"I00000546";"Andre Lehner SA";"";"";"CH";"";"Sierre";"";""
"I00000547";"Frutiger+Zbinden AG";"";"";"CH";"";"Oberhofen";"";""
"I00000548";"Rolf Kaufmann";"";"";"CH";"";"Weggis";"";""
"I00000549";"Chapuis & Zürcher AG";"Mittelstrasse";"13";"CH";"3012";"Bern";"";""
"I00000550";"Gassmann Haustechnik AG";"am Waldbort";"";"CH";"3823";"Wengen";"338551454";"338554454"
"I00000551";"Schranz AG";"";"";"CH";"";"Gsteig bei Gstaad";"";""
"I00000552";"Kohsmayer AG";"";"";"CH";"";"Uzwil";"";""
"I00000553";"Gysin AG";"";"";"CH";"";"Thun";"";""
"I00000554";"Inäbnit Ing. Büro";"";"";"CH";"";"Bern";"";""
"I00000555";"Fischer Haustechnik AG";"";"";"CH";"";"Interlaken";"";""
"I00000556";"Walter Ramseier";"";"";"CH";"";"Belp";"";""
"I00000557";"Bär Haustechnik AG";"";"";"CH";"";"Aarburg";"";""
"I00000558";"Kaufmann Otto AG";"";"";"CH";"";"Bolligen";"";""
"I00000559";"Hansruedi Hauswirth";"";"";"CH";"";"Schönried";"";""
"I00000560";"Eggenberger Haustechnik";"Bühlerstrasse";"15";"CH";"9470";"Buchs";"";""
"I00000561";"Josef Brülhart AG";"";"";"CH";"";"Wuennewil";"";""
"I00000562";"Dres Schenk";"";"";"CH";"";"Grindelwald";"";""
"I00000563";"Spedanta AG";"";"";"CH";"";"Danis";"";""
"I00000564";"G. von Gunten AG";"";"";"CH";"";"Thun";"";""
"I00000565";"Schwaninger Sanitaer";"";"";"CH";"";"Hallau";"";""
"I00000566";"Lotti Impianti SA";"";"";"CH";"";"Lumino";"";""
"I00000567";"Aare Haustechnik AG";"";"";"CH";"";"Bern";"";""
"I00000568";"Edilhouse SA";"";"";"CH";"";"Cagiallo";"";""
"I00000569";"Schärer AG";"Bernstrasse";"3";"CH";"3110";"Münsingen";"";""
"I00000570";"Morgenegg + Co.";"";"";"CH";"";"Köniz";"";""
"I00000571";"Jost AG";"";"";"CH";"";"Frutigen";"";""
"I00000572";"E + A Calzascia SA";"";"";"CH";"";"Cugnasco";"";""
"I00000573";"Sanitas Troesch AG";"";"";"CH";"";"Olten";"";""
"I00000574";"Paul Weber AG";"";"";"CH";"";"Liestal";"";""
"I00000575";"Schaefli + Dieterich AG";"";"";"CH";"";"Frauenfeld";"";""
"I00000576";"Friedli AG";"";"";"CH";"";"Emmenbrücke";"";""
"I00000577";"Schaerer + Beck AG";"Bahnhofstrasse";"57";"CH";"6312";"Steinhausen";"";""
"I00000578";"Brand Haustechnik AG";"";"";"CH";"";"Flüelen";"";""
"I00000579";"Riva Generalunternehmung";"";"";"CH";"";"Rapperswil";"";""
"I00000580";"K. Burkhardt + Sohn AG";"Spitalstrasse";"5";"CH";"7430";"Thusis";"81 650 01 50";"81 65001 55"
"I00000581";"F. Kuster AG";"";"";"CH";"";"Luzern";"";""
"I00000582";"Albert Leutwyler";"";"";"CH";"";"Mellingen";"";""
"I00000583";"A bis Z Sanitär GmbH";"";"";"CH";"";"Abtwil";"";""
"I00000584";"Franz Mächler";"";"";"CH";"";"Wil";"";""
"I00000585";"Robert Tobler AG";"";"";"CH";"";"Flawil";"";""
"I00000586";"Atel Gebäudetechnik AG";"";"";"CH";"";"St.Gallen";"";""
"I00000587";"Muchenberger AG";"";"";"CH";"";"Bottmingen";"";""
"I00000588";"Robert Keller AG";"";"";"CH";"";"Untersiggenthal";"";""
"I00000589";"Fabrice Clavien Sarl";"";"";"CH";"";"Miege";"";""
"I00000590";"Max Furrer AG";"Kirchgasse";"33";"CH";"8302";"Kloten";"";""
"I00000591";"Wickli Haustechnik AG";"";"";"CH";"";"Neuhausen 2";"";""
"I00000592";"Conradin Tuor";"";"";"CH";"";"Ilanz";"";""
"I00000593";"Stefan Munne";"";"";"CH";"";"Hombrechtikon";"";""
"I00000594";"Ryhm-Beyeler Marlise";"";"";"CH";"";"Muralto";"";""
"I00000595";"Kaufmann Walter AG";"";"";"CH";"";"Schaan";"";""
"I00000596";"Kuenzi Haustechnik AG";"";"";"CH";"";"Matzingen";"";""
"I00000597";"Denis Guignard SA";"";"";"CH";"";"Lausanne 7";"";""
"I00000598";"Viktor Schmid";"";"";"CH";"";"Wangen bei Olten";"";""
"I00000599";"Käslin Sanitaire SA";"";"";"CH";"";"Boudry";"";""
"I00000600";"Gebrueder Engelhard AG";"";"";"CH";"";"Glattbrugg";"";""
"I00000601";"A. Schreier AG";"";"";"CH";"";"Horriwil";"";""
"I00000602";"Carl Franke";"Säntisstrasse";"10";"CH";"9400";"Rorschach";"";""
"I00000603";"Kurt Sauser";"";"";"CH";"";"Steffisburg";"";""
"I00000604";"Hans Müller";"";"";"CH";"";"Meiringen";"";""
"I00000605";"Kraettli Spenglerei";"";"";"CH";"";"Winterthur";"";""
"I00000606";"HWT Haus- &";"Industriestrasse";"26";"CH";"9434";"Au";"";""
"I00000607";"Ernst Kull";"Wilerstrasse";"8";"CH";"9606";"Bütschwil";"";""
"I00000608";"P+S Christen";"Bietenholzstrasse";"32";"CH";"8307";"Effretikon";"";""
"I00000609";"E. Fuchs AG";"";"";"CH";"";"Aadorf";"";""
"I00000610";"Hendry SA";"Via Alpsu";"3";"CH";"7188";"Sedrun";"";""
"I00000611";"Roberto de Luigi";"";"";"CH";"";"Odogno";"";""
"I00000612";"Pierre Dubouchet SA";"";"";"CH";"";"Carouge";"";""
"I00000613";"Marcel Bolliger";"";"";"CH";"";"Hirschthal";"";""
"I00000614";"Silvano Pozzi SA";"";"";"CH";"";"Balerna";"";""
"I00000615";"Idro-Termo-Sanitari";"";"";"CH";"";"Ambri";"";""
"I00000616";"Wire One Kerstin";"";"";"CH";"";"Zürich";"";""
"I00000617";"Goessi AG";"";"";"CH";"";"Küssnacht";"";""
"I00000618";"Nyfeler Sanitäre Anl.";"";"";"CH";"";"Fällanden";"";""
"I00000619";"Fuchs + Müller AG";"";"";"CH";"";"Kriens";"";""
"I00000620";"Conconi Sud SA";"";"";"CH";"";"Corteglia";"";""
"I00000621";"A Studer";"Sanitärservice";"";"CH";"";"Emmen";"";""
"I00000622";"A. Zimmermann AG";"";"";"CH";"";"Spiez";"";""
"I00000623";"Hans Turner";"";"";"CH";"";"Rovio";"";""
"I00000624";"Loredana Carboni";"";"";"CH";"";"Lugano";"";""
"I00000625";"Stefano Pellanda";"";"";"CH";"";"Ascona";"";""
"I00000626";"Marc Germann";"";"";"CH";"";"Adelboden";"";""
"I00000627";"Ischer AG";"";"";"CH";"";"Pieterlen";"";""
"I00000628";"Werner Rutz + Co.";"";"";"CH";"";"Weiningen ZH";"";""
"I00000629";"Baumgartner AG";"";"";"CH";"";"Erlenbach";"";""
"I00000630";"Sanitas Troesch AG";"Pulvermühlestrasse";"85";"CH";"7000";"Chur";"";""
"I00000631";"Cortese + Partner";"";"";"CH";"";"Zürich";"";""
"I00000632";"E. Burren AG";"";"";"CH";"";"Zürich";"";""
"I00000633";"Achermann AG";"";"";"CH";"";"stans";"";""
"I00000634";"Tobias Kaelin AG";"";"";"CH";"";"Einsiedeln";"";""
"I00000635";"Mauro Cazzaniga";"";"";"CH";"";"Arzo";"";""
"I00000636";"Hansj. Mueller Sanitaer";"";"";"CH";"";"Neuhausen";"";""
"I00000637";"Sylvain Zulliger";"";"";"CH";"";"Montagnola";"";""
"I00000638";"Raschle Ulrich AG";"";"";"CH";"";"Friltschen";"";""
"I00000639";"Beat Widmer";"";"";"CH";"";"Graenichen";"";""
"I00000640";"Alfred Scherrer AG";"";"";"CH";"";"Schaffhausen";"";""
"I00000641";"Marcel Bonvin + Fils SA";"";"";"CH";"";"Corin S/S";"";""
"I00000642";"Wacker + Scavezzon";"";"";"CH";"";"Kilchberg";"";""
"I00000643";"Huber + Trottmann AG";"Pilatusstrasse";"28";"CH";"5630";"Muri";"";""
"I00000644";"Joerg Bruhin GmbH";"";"";"CH";"";"Wangen";"";""
"I00000645";"Joseph Frey";"";"";"CH";"";"Morrens";"";""
"I00000646";"Ferd. Lietti SA";"";"";"CH";"";"Sion";"";""
"I00000647";"Cerutti Sanitaire SA";"";"";"CH";"";"Geneve 6";"";""
"I00000648";"Dumas SA";"";"";"CH";"";"Sion";"";""
"I00000649";"Gilbert Knoblauch";"";"";"CH";"";"Wallisellen";"";""
"I00000650";"Gebr. Hersperger AG";"";"";"CH";"";"Meilen";"";""
"I00000651";"Sanitär Plüss";"";"";"CH";"";"Chur";"";""
"I00000652";"Riedo Clima AG";"";"";"CH";"";"Düdingen";"";""
"I00000653";"Armando Perrina";"";"";"CH";"";"Chene-Bourg";"";""
"I00000654";"Bernard Valenti";"";"";"CH";"";"Vernier";"";""
"I00000655";"H. Widmer+Co. AG";"";"";"CH";"";"Horgen";"";""
"I00000656";"Res Brand";"";"";"CH";"";"Ennetbuergen";"";""
"I00000657";"Sanitär Kubli GmbH";"Grosszaun";"";"CH";"8754";"Netstal";"";""
"I00000658";"Anton Wyss";"";"";"CH";"";"Luzern";"";""
"I00000659";"Alexander Leu AG";"";"";"CH";"";"Zollikofen";"";""
"I00000660";"Gebr. Ziegler AG";"";"";"CH";"";"Basel";"";""
"I00000661";"Sprecher Sanitär AG";"";"";"CH";"";"Zürich";"";""
"I00000662";"Buerge+Hanke AG";"";"";"CH";"";"Urnäsch";"";""
"I00000663";"Sanitas Troesch AG";"Münchensteinerstrasse";"127";"CH";"4002";"Basel";"";""
"I00000664";"Roland Voutat SA";"";"";"CH";"";"Gland";"";""
"I00000665";"Gaetano Cali";"";"";"CH";"";"Grenchen";"";""
"I00000666";"Gebr. Wachter";"";"";"CH";"";"Zürich";"";""
"I00000667";"Kistler Sanitär AG";"";"";"CH";"";"Bäriswil";"";""
"I00000668";"Bruno Nussbaumer";"";"";"CH";"";"Winterthur";"";""
"I00000669";"Alpenhotel Residence";"";"";"CH";"";"Lenk im Simmental";"";""
"I00000670";"Gysel Haustechnik";"";"";"CH";"";"Horgen";"";""
"I00000671";"Haeni + Zehnder AG";"";"";"CH";"";"Mellingen";"";""
"I00000672";"Morath AG";"";"";"CH";"";"Allschwil";"";""
"I00000673";"Ing. Hochuli AG";"";"";"CH";"";"Baden";"";""
"I00000674";"Erich Graf GmbH";"";"";"CH";"";"Oberhallau";"";""
"I00000675";"Hermann + Schacher GmbH";"";"";"CH";"";"Adligenswil";"";""
"I00000676";"Markus Peyer";"";"";"CH";"";"Glattfelden";"";""
"I00000677";"Husi GmbH";"";"";"CH";"";"Wangen b. Olten";"";""
"I00000678";"Voegele + Villiger AG";"";"";"CH";"";"Kleindöttingen";"";""
"I00000679";"Dietiker Haustechn. GmbH";"";"";"CH";"";"Schlieren";"";""
"I00000680";"Werner Engler";"";"";"CH";"";"Urnäsch";"";""
"I00000681";"Inauen Heiz. -Sanitär AG";"";"";"CH";"";"Weissbad";"";""
"I00000682";"John Spenglerei + Sanitär";"";"";"CH";"";"St.Gallen";"";""
"I00000683";"Monica Ronchetti";"";"";"CH";"";"Pregassona";"";""
"I00000684";"Silvietto Lafranca";"";"";"CH";"";"Cavergno";"";""
"I00000685";"Heinz Etter AG";"";"";"CH";"";"Kallnach";"";""
"I00000686";"Hans Reber + Sohn AG";"";"";"CH";"";"Zürich";"";""
"I00000687";"Bernard_Monney SA";"";"";"CH";"";"Chene-Bourg";"";""
"I00000688";"Jose Regard";"";"";"CH";"";"Nyon";"";""
"I00000689";"Danilo Lana";"";"";"CH";"";"Dongio";"";""
"I00000690";"W. + H. Messerli AG";"";"";"CH";"";"Bern";"";""
"I00000691";"Sanitas Troesch AG";"";"";"CH";"";"Koeniz";"";""
"I00000692";"Feigenwinter";"";"";"CH";"";"Reinach";"";""
"I00000693";"Arthur Apolloni";"";"";"CH";"";"Bern 13";"";""
"I00000694";"Fritz Krebs + Co AG";"";"";"CH";"";"Aarberg";"";""
"I00000695";"Heinz Grimm";"";"";"CH";"";"Winterberg ZH";"";""
"I00000696";"A. Lenz AG";"Talstrasse";"45";"CH";"4144";"Arlesheim";"";""
"I00000697";"M. Michel Despont";"General Werbmüller Strasse";"26";"CH";"8804";"Au";"01/7248917";""
"I00000698";"Bütler + Bötschi AG";"";"";"CH";"";"Romanshorn";"";""
"I00000699";"Sanitas Troesch AG";"";"";"CH";"";"Thun";"";""
"I00000700";"Gschwend AG";"";"";"CH";"";"Breitenbach";"";""
"I00000701";"Trummer";"";"";"CH";"";"Belp";"";""
"I00000702";"Georges Constantin SA";"";"";"CH";"";"Plan-les-Ouates";"";""
"I00000703";"Marco Bernasconi";"";"";"CH";"";"Dornach";"";""
"I00000704";"Elvira Bertolini";"";"";"CH";"";"Magliaso";"";""
"I00000705";"Herger Hermann AG";"Schiesshüttenweg";"6";"CH";"6460";"Altdorf";"";""
"I00000706";"AXA Versicherungen";"";"";"CH";"";"Staad";"";""
"I00000707";"Müller + Hänni AG";"";"";"CH";"";"Gwatt";"";""
"I00000708";"Schneider Aquatec AG";"";"";"CH";"";"Staad";"";""
"I00000709";"Serge Rose";"";"";"CH";"";"Aran";"";""
"I00000710";"Baugenossenschaft";"";"";"CH";"";"Boningen";"";""
"I00000711";"Josef Eugster";"";"";"CH";"";"Sufers";"";""
"I00000712";"Kurt Kübli AG";"";"";"CH";"";"Wengen";"";""
"I00000713";"Schaffer & Co";"";"";"CH";"";"Grünen";"";""
"I00000714";"Oberle AG";"";"";"CH";"";"Zürich";"";""
"I00000715";"Rolf Achermann";"";"";"CH";"";"Luthern Dorf";"";""
"I00000716";"Werner Fiechter";"";"";"CH";"";"Basel";"";""
"I00000717";"Peter Deutsch";"";"";"CH";"";"Erlen";"";""
"I00000718";"Ryter Peter AG";"";"";"CH";"";"Saanen";"";""
"I00000719";"W. Greb+Sohn Haustechnik";"";"";"CH";"";"Zürich";"";""
"I00000720";"Peter Grueter AG";"";"";"CH";"";"Zürich";"";""
"I00000721";"Werder AG";"";"";"CH";"";"Waltenschwil";"";""
"I00000722";"Knoerr-Nyfeler";"";"";"CH";"";"Teufenthal";"";""
"I00000723";"Reinhard Haustechnik AG";"Gartenstrasse";"23";"CH";"6060";"Sarnen";"";""
"I00000724";"Schacher Sanitär";"";"";"CH";"";"Adligenswil";"";""
"I00000725";"Claudia Merlotti";"";"";"CH";"";"Zürich";"";""
"I00000726";"Schwab";"";"";"CH";"";"Kerzers";"";""
"I00000727";"J. Wanner AG";"Schiltwaldstrasse";"3";"CH";"6033";"Buchrain";"";""
"I00000728";"SSR";"";"";"CH";"";"Rothrist";"";""
"I00000729";"Zaugg B. Haustechnik";"";"";"CH";"";"Hoefen b. Thun";"";""
"I00000730";"Besmer AG";"";"";"CH";"";"Wald";"";""
"I00000731";"Jost Jud GmbH";"Fischhausenstrasse";"1424";"CH";"8722";"Kaltbrunn";"055 293 40 60";""
"I00000732";"Sutterlüti AG";"Feldeggstrasse";"61";"CH";"8008";"Zürich";"";""
"I00000733";"Kurt Heinzelmann";"";"";"CH";"";"Lausen";"";""
"I00000734";"Notatecno Sagl";"";"";"CH";"";"Riazzino";"";""
"I00000735";"Gebrüder Lampert AG";"";"";"CH";"";"Triesenberg";"";""
"I00000736";"E. Hofer AG";"Treitengasse";"31";"CH";"3225";"Müntschemier";"";""
"I00000737";"Paul Kobelt AG";"Austrasse";"2";"CH";"9410";"Heiden";"";""
"I00000738";"Fringer";"";"";"CH";"";"Thayngen";"";""
"I00000739";"Guinta e Panizzolo sagl";"";"";"CH";"";"Locarno";"";""
"I00000740";"Techn. Betriebe";"";"";"CH";"";"Weinfelden";"";""
"I00000741";"Christophe Barbey";"";"";"CH";"";"Bretigny-Morren";"";""
"I00000742";"Stefan Sutter";"";"";"CH";"";"Gais";"";""
"I00000743";"Nicola Calise";"";"";"CH";"";"St.Moritz";"";""
"I00000744";"Herrmann Haustech GmbH";"";"";"CH";"";"Vilters";"";""
"I00000745";"Ivo Fässler AG";"";"";"CH";"";"Appenzell";"";""
"I00000746";"Wohler GmbH";"Burgstrasse";"4";"CH";"8505";"Dettighofen";"";""
"I00000747";"Ernst Wildhaber AG";"";"";"CH";"";"Flumserberg";"";""
"I00000748";"Alain Zuber";"";"";"CH";"";"Noes";"";""
"I00000749";"A. Gini";"";"";"CH";"";"St. Moritz";"";""
"I00000750";"Schönenberger+Partner AG";"";"";"CH";"";"Rickenbach";"";""
"I00000751";"Sanitas Troesch AG";"";"";"CH";"";"Toffen";"31 818 33 33";""
"I00000752";"H.R. Wüthrich AG";"";"";"CH";"";"Uttigen";"";""
"I00000753";"Claudio Reguzzi SA";"";"";"CH";"";"Tenero";"";""
"I00000754";"Fueglister Installat. AG";"";"";"CH";"";"Spreitenbach";"";""
"I00000755";"Müller Haustechnik GmbH";"";"";"CH";"";"Adelboden";"";""
"I00000756";"Boegli AG";"";"";"CH";"";"Basel";"";""
"I00000757";"Böhlen AG";"";"";"CH";"";"Bern";"";""
"I00000758";"Robert Haag";"";"";"CH";"";"Neukirch";"";""
"I00000759";"Fuchs AG";"";"";"CH";"";"Appenzell";"";""
"I00000760";"Marcel Laeber";"";"";"CH";"";"Züberwangen";"";""
"I00000761";"Dittli AG";"";"";"CH";"";"Oetwil";"";""
"I00000762";"Emil Schmid AG";"";"";"CH";"";"Altendorf";"";""
"I00000763";"Peter Boss";"";"";"CH";"";"Meiringen";"";""
"I00000764";"Carlo Brugnetti";"";"";"CH";"";"Lamone-Cadempino";"";""
"I00000765";"Rolf Wieser";"";"";"CH";"";"Oberuzwil";"";""
"I00000766";"Franz Schaller AG";"";"";"CH";"";"Roggwil";"";""
"I00000767";"Manfred Tepoorten";"";"";"CH";"";"Origlio";"";""
"I00000768";"John Haustechnik AG";"";"";"CH";"";"Sissach";"";""
"I00000769";"Hans Ryser AG";"";"";"CH";"";"Rüderswil";"";""
"I00000770";"Peter Schneitter";"";"";"CH";"";"Langendorf";"";""
"I00000771";"Peter Epprecht";"";"";"CH";"";"Otelfingen";"";""
"I00000772";"Tima Tironi + Meraviglia";"";"";"CH";"";"Affoltern";"";""
"I00000773";"Jakob Affentranger";"";"";"CH";"";"Lengnau";"";""
"I00000774";"Wolf H.R.";"";"";"CH";"";"Olten";"";""
"I00000775";"Ritter Energietechnik AG";"";"";"CH";"";"Muenchen";"";""
"I00000776";"Albert Camiu";"";"";"CH";"";"Tumegl/Tomils";"";""
"I00000777";"Talent GmbH";"Bellikonerstrasse";"3";"CH";"5444";"Künten";"056 496 79 79";"056 496 79 80"
"I00000778";"Lehmann AG";"Holenweg";"10";"CH";"2552";"Orpund";"";""
"I00000779";"Robert Schmidlin AG";"";"";"CH";"";"Münchenstein";"";""
"I00000780";"Paul Ryter AG";"";"";"CH";"";"Frutigen";"";""
"I00000781";"Walter Kast";"";"";"CH";"";"Rehetobel";"";""
"I00000782";"Matteo Lurati";"";"";"CH";"";"Canobbio";"";""
"I00000783";"Alvazzi Yverdon SA";"";"";"CH";"";"Yverdon";"";""
"I00000784";"Andrea Michel GmbH";"Alte Selfrangastrasse";"2";"CH";"7250";"Klosters";"814202140";"814202141"
"I00000785";"Sanitas Troesch AG";"Im Göbeli";"61";"CH";"6300";"Zug";"";""
"I00000786";"Carmen Barenco";"";"";"CH";"";"Castione";"";""
"I00000787";"Keller";"Erlenstrasse";"15";"CH";"2555";"Brügg";"";""
"I00000788";"Curschellas + Schädeli AG";"";"";"CH";"";"Binningen";"";""
"I00000789";"Müller Sanitär AG";"";"";"CH";"";"Koelliken";"";""
"I00000790";"Steiner AG";"";"";"CH";"";"Meikirch";"";""
"I00000791";"Rudolf Vifian";"";"";"CH";"";"Rüeggisberg";"";""
"I00000792";"P. Bötschi + Sohn";"";"";"CH";"";"Berg";"";""
"I00000793";"P Michel";"";"";"CH";"";"Gwatt";"";""
"I00000794";"A Cortesi";"";"";"CH";"";"Poschiavo";"";""
"I00000795";"Rueefa Cantoni";"";"";"CH";"";"Wohlen";"";""
"I00000796";"Costa SA";"";"";"CH";"";"Geneve";"";""
"I00000797";"Oskar Estermann";"";"";"CH";"";"Hildisrieden";"";""
"I00000798";"A Triendi";"";"";"CH";"";"Gelterkinden";"";""
"I00000799";"Hans Danuser";"";"";"CH";"";"Felsberg";"";""
"I00000800";"Armin Schneller";"";"";"CH";"";"Felsberg";"";""
"I00000801";"Ley Sanitär";"Binningerstrasse";"45";"CH";"4104";"Oberwil";"";""
"I00000802";"Roth";"Brennerstrasse";"17";"CH";"3550";"Langnau I.E.";"";""
"I00000803";"Faeh Sanitär GmbH";"";"";"CH";"";"Eschenbach";"";""
"I00000804";"Weiss Haustechnik GmbH";"";"";"CH";"";"Bassersdorf";"";""
"I00000805";"Walter e Jasmin Meier";"";"";"CH";"";"Mauren";"";""
"I00000806";"Daniela e Rodolfo Fasani";"";"";"CH";"";"Mesocco";"";""
"I00000807";"Karau Heizungen";"";"";"CH";"";"Herisau";"";""
"I00000808";"Ramseyer & Dilger AG";"Rodtmattstrasse";"102 / PF 5";"CH";"3014";"Bern";"";""
"I00000809";"Sanitas Troesch AG";"Hardturmstrasse";"101";"CH";"8031";"Zürich";"";""
"I00000810";"Schaub AG Kriens";"";"";"CH";"";"Kriens";"";""
"I00000811";"Brennwald + Heilig AG";"";"";"CH";"";"Maennedorf";"";""
"I00000812";"Pierre-Allain Gillioz";"";"";"CH";"";"Leytron";"";""
