"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"Lieferadresse";"KundeName";"Warenempfänger";"Land";"Handelspartner_Land";"Handelspartner_Adress_Nr";"Handelspartner_Name";"Handelspartener_Name_Zusatz";"Handelspartner_Strasse";"Handelspartner_Strasse_Nr";"Handelspartner_PLZ";"Handelspartner_Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt"
"9403.6000";"Holzmöbel";"300012340";"300012340-11";11;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;65.00;65.00;737.53;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012340";"300012340-20";20;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;54.00;54.00;723.64;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012340";"300012340-21";21;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";22.09.2011 00:00:00;22.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012341";"300012341-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;23.00;23.00;274.25;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012341";"300012341-11";11;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;35.00;35.00;355.46;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012341";"300012341-12";12;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;31.00;31.00;339.22;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012342";"300012342-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;24.00;24.00;241.76;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012342";"300012342-20";20;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;40.00;40.00;450.33;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012343";"300012343-10";10;"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg";"Richter + Frenzel Aschaffenburg";"H00000360";"DE";"DE ";"H00000360";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Aschaffenburg   ";"Benzstrasse";"1";"63741     ";"Aschaffenburg                 ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;26.00;26.00;315.68;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012344";"300012344-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;31.00;31.00;191.15;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012344";"300012344-11";11;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;26.00;26.00;132.77;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012344";"300012344-12";12;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;30.00;30.00;298.50;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012345";"300012345-10";10;"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"H00000357";"DE";"DE ";"H00000357";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kempten         ";"Bleicherstr.";"36";"87437     ";"Kempten                       ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;31.00;31.00;191.15;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012345";"300012345-11";11;"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"H00000357";"DE";"DE ";"H00000357";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kempten         ";"Bleicherstr.";"36";"87437     ";"Kempten                       ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;26.00;26.00;132.77;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012345";"300012345-12";12;"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"H00000357";"DE";"DE ";"H00000357";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kempten         ";"Bleicherstr.";"36";"87437     ";"Kempten                       ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;30.00;30.00;298.50;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012346";"300012346-10";10;"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"H00000350";"DE";"DE ";"H00000350";"Richter + Frenzel GmbH + Co.KG     ";"Niderlassung Regensburg-Obertr";"Ernst-Frenzel-Str.";"4";"93083     ";"Obertraubling                 ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;24.00;24.00;459.51;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012347";"300012347-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;21.00;21.00;375.71;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012348";"300012348-10";10;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012348";"300012348-11";11;"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"H00000236";"DE";"DE ";"H00000236";"Richter + Frenzel GmbH + Co. KG    ";"Niederlassung Würzburg        ";"Leitenäckerweg";"6";"97084     ";"Würzburg                      ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012349";"300012349-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;25.00;25.00;274.25;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012350";"300012350-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;28.00;28.00;339.46;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012351";"300012351-10";10;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012351";"300012351-11";11;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012352";"300012352-10";10;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";23.09.2011 00:00:00;23.09.2011 00:00:00;65.00;65.00;616.53;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012352";"300012352-11";11;"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"H00000322";"DE";"DE ";"H00000322";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Nürnberg        ";"Donaustrasse";"125";"90451     ";"Nürnberg                      ";"DE-4949692               ";23.09.2011 00:00:00;23.09.2011 00:00:00;31.00;31.00;342.75;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012353";"300012353-10";10;"Richter + Frenzel  Gmbh + Co.KG, Carl Bosch Str. 1-5, DE-45699 Herten";"Richter + Frenzel Herten";"H00000989";"DE";"DE ";"H00000989";"Richter + Frenzel  Gmbh + Co.KG    ";"Niederlassung Herten          ";"Carl Bosch Str.";"1-5";"45699     ";"Herten                        ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;35.50;35.50;454.81;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012353";"300012353-11";11;"Richter + Frenzel  Gmbh + Co.KG, Carl Bosch Str. 1-5, DE-45699 Herten";"Richter + Frenzel Herten";"H00000989";"DE";"DE ";"H00000989";"Richter + Frenzel  Gmbh + Co.KG    ";"Niederlassung Herten          ";"Carl Bosch Str.";"1-5";"45699     ";"Herten                        ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;26.00;26.00;334.75;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012353";"300012353-20";20;"Richter + Frenzel  Gmbh + Co.KG, Carl Bosch Str. 1-5, DE-45699 Herten";"Richter + Frenzel Herten";"H00000989";"DE";"DE ";"H00000989";"Richter + Frenzel  Gmbh + Co.KG    ";"Niederlassung Herten          ";"Carl Bosch Str.";"1-5";"45699     ";"Herten                        ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;34.00;34.00;667.61;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012354";"300012354-10";10;"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn";"Richter + Frenzel Büttelborn";"H00000363";"DE";"DE ";"H00000363";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Büttelborn      ";"Hessenring";"25";"64572     ";"Büttelborn                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;26.00;26.00;423.73;1.00;"Euro";19
"7324.9021";"Sanitärartikel";"300012355";"300012355-10";10;"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"H00000323";"DE";"DE ";"H00000323";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bamberg         ";"Kronacherstrasse";"100";"96052     ";"Bamberg                       ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;16.00;16.00;357.35;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012356";"300012356-10";10;"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"H00000966";"DE";"DE ";"H00000966";"Richter + Frenzel Gmbh + Co. KG    ";"Niederlassung Kerpen- Türnich ";"Heisenbergstrasse";"40";"50169     ";"Kerpen- Türnich               ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;35.50;35.50;463.75;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012356";"300012356-11";11;"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"H00000966";"DE";"DE ";"H00000966";"Richter + Frenzel Gmbh + Co. KG    ";"Niederlassung Kerpen- Türnich ";"Heisenbergstrasse";"40";"50169     ";"Kerpen- Türnich               ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;30.00;30.00;305.56;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012356";"300012356-20";20;"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"H00000966";"DE";"DE ";"H00000966";"Richter + Frenzel Gmbh + Co. KG    ";"Niederlassung Kerpen- Türnich ";"Heisenbergstrasse";"40";"50169     ";"Kerpen- Türnich               ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;34.00;34.00;607.82;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012357";"300012357-10";10;"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"H00000966";"DE";"DE ";"H00000966";"Richter + Frenzel Gmbh + Co. KG    ";"Niederlassung Kerpen- Türnich ";"Heisenbergstrasse";"40";"50169     ";"Kerpen- Türnich               ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;32.00;32.00;492.00;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012358";"300012358-10";10;"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"H00000356";"DE";"DE ";"H00000356";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kassel          ";"Gobietstr.";"5";"34123     ";"Kassel                        ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012359";"300012359-10";10;"Richter + Frenzel GmbH + CO. KG, Industriestr. 18 a, DE-84030 Landshut-Ergolding";"Richter + Frenzel Landshut-Ergoldin";"H00000342";"DE";"DE ";"H00000342";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Landshut-Ergoldi";"Industriestr.";"18 a";"84030     ";"Landshut-Ergolding            ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;28.00;28.00;339.46;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012359";"300012359-11";11;"Richter + Frenzel GmbH + CO. KG, Industriestr. 18 a, DE-84030 Landshut-Ergolding";"Richter + Frenzel Landshut-Ergoldin";"H00000342";"DE";"DE ";"H00000342";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Landshut-Ergoldi";"Industriestr.";"18 a";"84030     ";"Landshut-Ergolding            ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012359";"300012359-12";12;"Richter + Frenzel GmbH + CO. KG, Industriestr. 18 a, DE-84030 Landshut-Ergolding";"Richter + Frenzel Landshut-Ergoldin";"H00000342";"DE";"DE ";"H00000342";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Landshut-Ergoldi";"Industriestr.";"18 a";"84030     ";"Landshut-Ergolding            ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;29.00;29.00;448.68;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012360";"300012360-10";10;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bamberg";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;34.00;34.00;0.00;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012361";"300012361-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;23.00;23.00;341.34;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012361";"300012361-11";11;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012361";"300012361-12";12;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012362";"300012362-10";10;"Richter + Frenzel GmbH + Co.KG, Breitungerstrasse 1, DE-36100 Petersberg b. Fulda";"Richter + Frenzel Fulda";"H00000354";"DE";"DE ";"H00000354";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Petersberg Fulda";"Breitungerstrasse";"1";"36100     ";"Petersberg b. Fulda           ";"DE-4949692               ";15.09.2011 00:00:00;15.09.2011 00:00:00;45.00;45.00;816.39;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012363";"300012363-10";10;"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"H00000347";"DE";"DE ";"H00000347";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Augsburg        ";"Stauffenbergstr.";"5-9";"86161     ";"Augsburg                      ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;24.00;48.00;630.89;2.00;"Euro";19
"9403.6000";"Holzmöbel";"300012364";"300012364-10";10;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;30.50;30.50;276.37;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012364";"300012364-11";11;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;30.00;30.00;305.56;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012364";"300012364-12";12;"Richter + Frenzel GmbH + CO. KG, Weiherstrasse 3, DE-95448 Bayreuth";"Richter + Frenzel Bayreuth";"H00000336";"DE";"DE ";"H00000336";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Bayreuth        ";"Weiherstrasse";"3";"95448     ";"Bayreuth                      ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;26.00;52.00;529.19;2.00;"Euro";19
"9403.6000";"Holzmöbel";"300012365";"300012365-10";10;"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg";"Richter + Frenzel Aschaffenburg";"H00000360";"DE";"DE ";"H00000360";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Aschaffenburg   ";"Benzstrasse";"1";"63741     ";"Aschaffenburg                 ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;17.50;17.50;267.42;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012366";"300012366-10";10;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;22.00;22.00;331.45;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012366";"300012366-11";11;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012366";"300012366-12";12;"Richter + Frenzel GmbH + Co.KG, Fichtenweg 2, DE-99198 Kerspleben";"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"DE";"DE ";"H00000364";"Richter + Frenzel GmbH + Co.KG     ";"Niederlassung Kerspleben      ";"Fichtenweg";"2";"99198     ";"Kerspleben                    ";"DE-4949692               ";13.09.2011 00:00:00;13.09.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012367";"300012367-10";10;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;35.50;35.50;377.59;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012367";"300012367-11";11;"Richter + Frenzel GmbH + CO. KG, K. Hammerschmidt-Str. 51, DE-85609 Aschheim-Dornach";"Richter + Frenzel Aschheim-Dornach";"H00000337";"DE";"DE ";"H00000337";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung München         ";"K. Hammerschmidt-Str.";"51";"85609     ";"Aschheim-Dornach              ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;21.50;21.50;347.46;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012368";"300012368-10";10;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;35.50;35.50;463.75;1.00;"Euro";19
"9403.6000";"Holzmöbel";"300012368";"300012368-20";20;"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"H00000343";"DE";"DE ";"H00000343";"Richter + Frenzel GmbH + CO. KG    ";"Niederlassung Kolbermoor      ";"Carl-Jordan-Str.";"10";"83059     ";"Kolbermoor                    ";"DE-4949692               ";16.09.2011 00:00:00;16.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19
